awaywon,awaylost,homewon,homelost,homeWins,homeLosses,homeOvertimeLosses,homeConferenceWins,homeConferenceLosses,homeDivisionWins,homeDivisionLosses,homeShutoutWins,homeConferenceRank,homeDivisionRank,awayWins,awayLosses,awayOvertimeLosses,awayConferenceWins,awayConferenceLosses,awayDivisionWins,awayDivisionLosses,awayShutoutWins,awayConferenceRank,awayDivisionRank,IsClosed,AwayTeam,HomeTeam,AwayTeamMoneyLine,HomeTeamMoneyLine,PointSpread,OverUnder,PointSpreadAwayTeamMoneyLine,PointSpreadHomeTeamMoneyLine,HomeRotationNumber,AwayRotationNumber,OverPayout,UnderPayout,outcome
0.0,21.0,5.0,16.0,44,27,11,21,29,12,14,5,6,3,31,37,14,16,34,11,15,4,13,7,True,ANA,LA,35.0,-42.0,-0.5,0.6000000000000001,-77.0,62.0,19.0,19.0,37.0,-44.0,away
3.0,17.0,6.0,14.0,46,30,6,27,23,14,12,2,7,4,54,20,8,30,20,17,9,6,2,1,True,CAR,DAL,-37.0,-37.0,0.2,0.6000000000000001,71.0,-89.0,19.0,18.0,-34.0,-40.0,home
14.0,8.0,11.0,9.0,27,46,9,15,35,9,17,2,14,7,32,37,13,17,33,9,17,3,12,6,True,SJ,NJ,42.0,-49.0,-0.5,0.6000000000000001,-66.0,55.0,16.0,16.0,-41.0,34.0,away
17.0,3.0,18.0,4.0,49,22,11,34,16,17,9,4,4,3,51,23,8,29,21,15,11,3,5,3,True,TB,STL,42.0,-50.0,-0.5,0.6000000000000001,-69.0,56.0,17.0,17.0,-40.0,-34.0,home
22.0,0.0,6.0,15.0,58,18,6,37,13,19,7,5,1,1,44,26,12,29,21,16,10,8,8,4,True,WAS,FLA,39.0,-46.0,-0.5,0.7000000000000001,-71.0,58.0,14.0,14.0,-39.0,-35.0,home
4.0,15.0,12.0,9.0,45,30,7,30,20,16,10,4,8,5,37,38,7,21,29,9,17,2,10,6,True,CBJ,NAS,44.0,-53.0,-0.5,0.6000000000000001,-64.0,52.0,17.0,16.0,-34.0,-39.0,home
1.0,21.0,8.0,12.0,53,22,7,30,20,13,13,3,2,2,25,50,7,16,34,10,16,1,16,8,True,ARI,MIN,98.0,-125.0,-0.5,0.6000000000000001,38.0,-46.0,18.0,18.0,-42.0,35.0,home
16.0,7.0,9.0,11.0,49,27,6,34,16,21,5,4,5,2,46,25,11,28,22,14,12,7,7,3,True,PIT,EDM,35.0,-42.0,-0.5,0.7000000000000001,-75.0,60.0,23.0,23.0,-41.0,34.0,home
13.0,7.0,14.0,6.0,52,24,6,35,15,16,10,9,4,2,25,46,11,11,39,8,18,1,15,8,True,PHI,NYR,53.0,-64.0,-0.5,0.7000000000000001,-51.0,42.0,20.0,20.0,-34.0,-40.0,home
21.0,2.0,12.0,9.0,33,42,7,22,28,11,15,2,13,7,40,30,12,26,24,13,13,1,10,5,True,VAN,OTT,-41.0,34.0,0.2,0.6000000000000001,65.0,-81.0,22.0,22.0,-39.0,-35.0,away
4.0,14.0,23.0,1.0,54,21,7,34,16,16,10,7,3,2,56,19,7,34,16,15,11,7,1,1,True,COL,TOR,38.0,-44.0,-0.5,0.7000000000000001,-73.0,59.0,21.0,20.0,-36.0,-38.0,home
20.0,0.0,0.0,22.0,31,37,14,16,34,11,15,4,13,7,43,31,8,27,23,16,10,3,9,4,True,VEG,ANA,-54.0,45.0,0.2,0.6000000000000001,50.0,-61.0,23.0,22.0,-41.0,34.0,home
13.0,9.0,3.0,18.0,54,20,8,30,20,17,9,6,2,1,33,42,7,22,28,11,15,2,13,7,True,OTT,CAR,89.0,-113.0,-0.5,0.7000000000000001,38.0,-45.0,0.0,0.0,-38.0,-36.0,home
3.0,20.0,6.0,16.0,44,27,11,21,29,12,14,5,6,3,50,21,11,30,20,16,10,11,3,1,True,CGY,LA,-51.0,42.0,0.2,0.6000000000000001,55.0,-67.0,2.0,2.0,39.0,-47.0,home
4.0,16.0,7.0,14.0,46,30,6,27,23,14,12,2,7,4,37,38,7,21,29,9,17,2,10,6,True,CBJ,DAL,59.0,-72.0,-0.5,0.6000000000000001,-48.0,40.0,2.0,2.0,-39.0,-35.0,home
4.0,15.0,12.0,12.0,22,49,11,15,35,9,17,3,16,8,56,19,7,34,16,15,11,7,1,1,True,COL,MON,-64.0,53.0,0.2,0.7000000000000001,44.0,-53.0,1.0,1.0,-34.0,-40.0,home
15.0,8.0,11.0,7.0,37,35,10,24,26,15,11,9,9,5,32,37,13,17,33,9,17,3,12,6,True,SJ,NYI,40.0,-47.0,-0.5,0.6000000000000001,-72.0,59.0,1.0,1.0,35.0,-42.0,home
18.0,5.0,18.0,3.0,51,23,8,29,21,15,11,3,5,3,49,22,11,34,16,17,9,4,4,3,True,STL,TB,45.0,-53.0,-0.5,0.6000000000000001,-64.0,52.0,0.0,0.0,-38.0,-36.0,home
4.0,17.0,23.0,0.0,44,26,12,29,21,16,10,8,8,4,28,42,12,16,34,5,21,3,14,7,True,CHI,WAS,56.0,-67.0,-0.5,0.7000000000000001,-47.0,40.0,1.0,1.0,-36.0,-38.0,home
4.0,17.0,7.0,15.0,58,18,6,37,13,19,7,5,1,1,32,39,11,17,33,8,18,1,11,5,True,BUF,FLA,84.0,-108.0,-0.5,0.7000000000000001,33.0,-40.0,1.0,1.0,-36.0,-38.0,home
0.0,20.0,13.0,9.0,45,30,7,30,20,16,10,4,8,5,51,26,5,31,19,18,8,4,6,4,True,BOS,NAS,-39.0,-35.0,0.2,0.6000000000000001,70.0,-89.0,2.0,2.0,40.0,-47.0,home
12.0,9.0,8.0,13.0,53,22,7,30,20,13,13,3,2,2,27,46,9,15,35,9,17,2,14,7,True,NJ,MIN,48.0,-59.0,-0.5,0.7000000000000001,-55.0,45.0,2.0,1.0,-41.0,34.0,home
16.0,8.0,14.0,7.0,52,24,6,35,15,16,10,9,4,2,32,37,13,17,33,9,17,3,12,6,True,SJ,NYR,56.0,-68.0,-0.5,0.6000000000000001,-50.0,42.0,2.0,2.0,-37.0,-36.0,home
21.0,0.0,1.0,22.0,25,50,7,16,34,10,16,1,16,8,43,31,8,27,23,16,10,3,9,4,True,VEG,ARI,-74.0,61.0,0.2,0.7000000000000001,37.0,-44.0,3.0,3.0,-36.0,-37.0,away
4.0,20.0,0.0,23.0,31,37,14,16,34,11,15,4,13,7,50,21,11,30,20,16,10,11,3,1,True,CGY,ANA,-42.0,36.0,0.2,0.6000000000000001,63.0,-78.0,3.0,3.0,35.0,-42.0,home
12.0,10.0,22.0,0.0,39,32,11,28,22,14,12,5,11,6,27,46,9,15,35,9,17,2,14,7,True,NJ,WPG,54.0,-66.0,-0.5,0.7000000000000001,-50.0,42.0,3.0,3.0,34.0,-42.0,home
19.0,3.0,0.0,21.0,51,26,5,31,19,18,8,4,6,4,51,23,8,29,21,15,11,3,5,3,True,TB,BOS,-38.0,-35.0,0.2,0.6000000000000001,73.0,-92.0,13.0,12.0,38.0,-45.0,home
12.0,7.0,10.0,14.0,32,40,10,22,28,8,18,4,12,6,37,35,10,24,26,15,11,9,9,5,True,NYI,DET,-36.0,-37.0,-0.5,0.6000000000000001,-94.0,75.0,12.0,12.0,-47.0,39.0,home
4.0,18.0,4.0,18.0,54,20,8,30,20,17,9,6,2,1,32,39,11,17,33,8,18,1,11,5,True,BUF,CAR,83.0,-105.0,-0.5,0.7000000000000001,35.0,-42.0,15.0,14.0,-38.0,-36.0,home
4.0,18.0,15.0,7.0,52,24,6,35,15,16,10,9,4,2,28,42,12,16,34,5,21,3,14,7,True,CHI,NYR,48.0,-58.0,-0.5,0.7000000000000001,-54.0,45.0,16.0,16.0,-41.0,34.0,home
4.0,16.0,14.0,9.0,33,42,7,22,28,11,15,2,13,7,56,19,7,34,16,15,11,7,1,1,True,COL,OTT,-77.0,62.0,0.2,0.7000000000000001,34.0,-41.0,15.0,15.0,-35.0,-39.0,home
16.0,8.0,22.0,2.0,40,30,12,26,24,13,13,1,10,5,46,25,11,28,22,14,12,7,7,3,True,PIT,VAN,-49.0,41.0,0.2,0.6000000000000001,56.0,-68.0,17.0,16.0,-40.0,-34.0,home
4.0,17.0,24.0,0.0,44,26,12,29,21,16,10,8,8,4,37,38,7,21,29,9,17,2,10,6,True,CBJ,WAS,67.0,-82.0,-0.5,0.7000000000000001,-40.0,33.0,14.0,14.0,-40.0,-34.0,home
19.0,5.0,7.0,16.0,58,18,6,37,13,19,7,5,1,1,49,22,11,34,16,17,9,4,4,3,True,STL,FLA,50.0,-60.0,-0.5,0.7000000000000001,-57.0,46.0,11.0,10.0,33.0,-40.0,home
12.0,13.0,14.0,9.0,45,30,7,30,20,16,10,4,8,5,22,49,11,15,35,9,17,3,16,8,True,MON,NAS,63.0,-77.0,-0.5,0.6000000000000001,-44.0,37.0,13.0,13.0,-37.0,-37.0,home
24.0,1.0,8.0,14.0,53,22,7,30,20,13,13,3,2,2,54,21,7,34,16,16,10,7,3,2,True,TOR,MIN,-37.0,-36.0,0.2,0.7000000000000001,70.0,-89.0,11.0,11.0,-37.0,-37.0,home
7.0,16.0,9.0,12.0,49,27,6,34,16,21,5,4,5,2,44,27,11,21,29,12,14,5,6,3,True,LA,EDM,57.0,-69.0,-0.5,0.7000000000000001,-46.0,39.0,20.0,20.0,-40.0,-34.0,away
4.0,19.0,13.0,7.0,37,35,10,24,26,15,11,9,9,5,28,42,12,16,34,5,21,3,14,7,True,CHI,NYI,42.0,-50.0,-0.5,0.6000000000000001,-67.0,55.0,19.0,19.0,38.0,-45.0,home
20.0,3.0,13.0,8.0,25,46,11,11,39,8,18,1,15,8,51,23,8,29,21,15,11,3,5,3,True,TB,PHI,-36.0,-37.0,0.2,0.7000000000000001,72.0,-91.0,18.0,18.0,34.0,-41.0,away
24.0,2.0,23.0,0.0,39,32,11,28,22,14,12,5,11,6,54,21,7,34,16,16,10,7,3,2,True,TOR,WPG,34.0,-41.0,-0.5,0.7000000000000001,-89.0,70.0,19.0,18.0,-40.0,33.0,home
17.0,8.0,4.0,18.0,37,38,7,21,29,9,17,2,10,6,32,37,13,17,33,9,17,3,12,6,True,SJ,CBJ,-39.0,-35.0,0.2,0.6000000000000001,73.0,-92.0,17.0,17.0,-36.0,-37.0,home
4.0,21.0,22.0,0.0,43,31,8,27,23,16,10,3,9,4,50,21,11,30,20,16,10,11,3,1,True,CGY,VEG,36.0,-42.0,-0.5,0.6000000000000001,-79.0,63.0,21.0,20.0,-40.0,-34.0,home
1.0,23.0,8.0,14.0,46,30,6,27,23,14,12,2,7,4,25,50,7,16,34,10,16,1,16,8,True,ARI,DAL,90.0,-114.0,-0.5,0.6000000000000001,35.0,-42.0,23.0,22.0,-35.0,-39.0,home
4.0,17.0,14.0,8.0,25,46,11,11,39,8,18,1,15,8,56,19,7,34,16,15,11,7,1,1,True,COL,PHI,-70.0,58.0,0.2,0.7000000000000001,40.0,-49.0,22.0,22.0,-37.0,-36.0,home
7.0,17.0,23.0,2.0,40,30,12,26,24,13,13,1,10,5,44,27,11,21,29,12,14,5,6,3,True,LA,VAN,40.0,-48.0,-0.5,0.6000000000000001,-70.0,57.0,23.0,23.0,-37.0,-36.0,home
0.0,24.0,25.0,0.0,44,26,12,29,21,16,10,8,8,4,31,37,14,16,34,11,15,4,13,7,True,ANA,WAS,56.0,-68.0,-0.5,0.7000000000000001,-48.0,40.0,21.0,21.0,-35.0,-39.0,home
0.0,25.0,5.0,18.0,32,39,11,17,33,8,18,1,11,5,31,37,14,16,34,11,15,4,13,7,True,ANA,BUF,-44.0,37.0,0.2,0.7000000000000001,61.0,-76.0,1.0,1.0,-38.0,-36.0,home
16.0,7.0,4.0,20.0,28,42,12,16,34,5,21,3,14,7,52,24,6,35,15,16,10,9,4,2,True,NYR,CHI,-41.0,34.0,0.2,0.6000000000000001,65.0,-81.0,2.0,2.0,-39.0,-35.0,away
15.0,9.0,10.0,15.0,32,40,10,22,28,8,18,4,12,6,45,30,7,30,20,16,10,4,8,5,True,NAS,DET,-38.0,-36.0,0.2,0.6000000000000001,72.0,-90.0,1.0,1.0,-34.0,-40.0,away
9.0,14.0,9.0,13.0,49,27,6,34,16,21,5,4,5,2,53,22,7,30,20,13,13,3,2,2,True,MIN,EDM,-34.0,-40.0,-0.5,0.7000000000000001,-80.0,63.0,2.0,2.0,-44.0,36.0,home
21.0,3.0,12.0,14.0,22,49,11,15,35,9,17,3,16,8,51,23,8,29,21,15,11,3,5,3,True,TB,MON,-77.0,63.0,0.2,0.6000000000000001,38.0,-45.0,0.0,0.0,35.0,-42.0,home
13.0,8.0,15.0,9.0,33,42,7,22,28,11,15,2,13,7,37,35,10,24,26,15,11,9,9,5,True,NYI,OTT,-49.0,41.0,0.2,0.6000000000000001,56.0,-71.0,0.0,0.0,37.0,-44.0,away
4.0,22.0,18.0,8.0,32,37,13,17,33,9,17,3,12,6,50,21,11,30,20,16,10,11,3,1,True,CGY,SJ,-48.0,40.0,0.2,0.6000000000000001,56.0,-69.0,2.0,2.0,36.0,-44.0,home
7.0,17.0,20.0,5.0,49,22,11,34,16,17,9,4,4,3,58,18,6,37,13,19,7,5,1,1,True,FLA,STL,-52.0,44.0,0.2,0.7000000000000001,52.0,-64.0,1.0,1.0,-35.0,-39.0,home
4.0,19.0,25.0,2.0,54,21,7,34,16,16,10,7,3,2,37,38,7,21,29,9,17,2,10,6,True,CBJ,TOR,71.0,-88.0,-0.5,0.7000000000000001,-38.0,-35.0,1.0,1.0,-34.0,-40.0,home
4.0,19.0,24.0,0.0,39,32,11,28,22,14,12,5,11,6,54,20,8,30,20,17,9,6,2,1,True,CAR,WPG,-36.0,-37.0,-0.5,0.7000000000000001,-90.0,72.0,2.0,1.0,-36.0,-38.0,home
15.0,8.0,12.0,11.0,27,46,9,15,35,9,17,2,14,7,25,46,11,11,39,8,18,1,15,8,True,PHI,NJ,42.0,-50.0,-0.5,0.7000000000000001,-65.0,51.0,3.0,3.0,-39.0,-35.0,home
4.0,18.0,17.0,7.0,52,24,6,35,15,16,10,9,4,2,56,19,7,34,16,15,11,7,1,1,True,COL,NYR,-57.0,47.0,0.2,0.7000000000000001,48.0,-59.0,2.0,2.0,-36.0,-38.0,away
0.0,22.0,24.0,2.0,40,30,12,26,24,13,13,1,10,5,51,26,5,31,19,18,8,4,6,4,True,BOS,VAN,-46.0,39.0,0.2,0.6000000000000001,57.0,-71.0,3.0,3.0,-38.0,-35.0,home
8.0,15.0,23.0,0.0,43,31,8,27,23,16,10,3,9,4,46,30,6,27,23,14,12,2,7,4,True,DAL,VEG,41.0,-48.0,-0.5,0.6000000000000001,-72.0,59.0,3.0,3.0,-40.0,-34.0,home
4.0,20.0,5.0,22.0,50,21,11,30,20,16,10,11,3,1,54,20,8,30,20,17,9,6,2,1,True,CAR,CGY,38.0,-45.0,-0.5,0.6000000000000001,-76.0,61.0,14.0,14.0,-38.0,-35.0,home
0.0,23.0,10.0,13.0,49,27,6,34,16,21,5,4,5,2,51,26,5,31,19,18,8,4,6,4,True,BOS,EDM,37.0,-44.0,-0.5,0.7000000000000001,-74.0,59.0,13.0,13.0,-39.0,-35.0,home
8.0,16.0,8.0,17.0,44,27,11,21,29,12,14,5,6,3,46,30,6,27,23,14,12,2,7,4,True,DAL,LA,-42.0,35.0,0.2,0.6000000000000001,63.0,-78.0,16.0,16.0,36.0,-43.0,home
4.0,21.0,13.0,14.0,22,49,11,15,35,9,17,3,16,8,28,42,12,16,34,5,21,3,14,7,True,CHI,MON,-47.0,39.0,0.2,0.6000000000000001,61.0,-76.0,11.0,10.0,34.0,-41.0,home
15.0,10.0,14.0,8.0,37,35,10,24,26,15,11,9,9,5,45,30,7,30,20,16,10,4,8,5,True,NAS,NYI,-34.0,-39.0,-0.5,0.6000000000000001,-86.0,69.0,12.0,12.0,36.0,-43.0,home
9.0,15.0,19.0,8.0,32,37,13,17,33,9,17,3,12,6,53,22,7,30,20,13,13,3,2,2,True,MIN,SJ,-51.0,42.0,0.2,0.7000000000000001,53.0,-65.0,15.0,15.0,-38.0,-35.0,away
10.0,16.0,21.0,5.0,49,22,11,34,16,17,9,4,4,3,32,40,10,22,28,8,18,4,12,6,True,DET,STL,46.0,-56.0,-0.5,0.7000000000000001,-59.0,49.0,13.0,12.0,-37.0,-37.0,home
21.0,4.0,26.0,2.0,54,21,7,34,16,16,10,7,3,2,51,23,8,29,21,15,11,3,5,3,True,TB,TOR,39.0,-46.0,-0.5,0.6000000000000001,-73.0,59.0,3.0,3.0,35.0,-42.0,away
0.0,26.0,5.0,19.0,37,38,7,21,29,9,17,2,10,6,31,37,14,16,34,11,15,4,13,7,True,ANA,CBJ,-37.0,-36.0,0.2,0.6000000000000001,72.0,-91.0,11.0,11.0,-38.0,-35.0,home
18.0,7.0,5.0,19.0,32,39,11,17,33,8,18,1,11,5,52,24,6,35,15,16,10,9,4,2,True,NYR,BUF,-63.0,52.0,0.2,0.7000000000000001,42.0,-51.0,17.0,17.0,-38.0,-36.0,home
15.0,11.0,13.0,11.0,27,46,9,15,35,9,17,2,14,7,45,30,7,30,20,16,10,4,8,5,True,NAS,NJ,-34.0,-39.0,0.2,0.6000000000000001,73.0,-92.0,18.0,18.0,-41.0,34.0,home
11.0,16.0,4.0,19.0,56,19,7,34,16,15,11,7,1,1,32,40,10,22,28,8,18,4,12,6,True,DET,COL,103.0,-131.0,-0.5,0.7000000000000001,46.0,-57.0,19.0,18.0,-34.0,-39.0,home
25.0,0.0,24.0,3.0,40,30,12,26,24,13,13,1,10,5,39,32,11,28,22,14,12,5,11,6,True,WPG,VAN,38.0,-45.0,-0.5,0.7000000000000001,-73.0,60.0,21.0,20.0,-36.0,-38.0,home
16.0,9.0,26.0,0.0,44,26,12,29,21,16,10,8,8,4,46,25,11,28,22,14,12,7,7,3,True,PIT,WAS,41.0,-48.0,-0.5,0.7000000000000001,-70.0,57.0,17.0,16.0,-34.0,-40.0,home
8.0,17.0,1.0,24.0,25,50,7,16,34,10,16,1,16,8,58,18,6,37,13,19,7,5,1,1,True,FLA,ARI,-105.0,84.0,0.2,0.7000000000000001,-41.0,34.0,19.0,19.0,33.0,-40.0,home
15.0,9.0,24.0,0.0,43,31,8,27,23,16,10,3,9,4,25,46,11,11,39,8,18,1,15,8,True,PHI,VEG,69.0,-86.0,-0.5,0.7000000000000001,-37.0,-36.0,20.0,20.0,-41.0,34.0,home
27.0,0.0,5.0,20.0,32,39,11,17,33,8,18,1,11,5,44,26,12,29,21,16,10,8,8,4,True,WAS,BUF,-74.0,61.0,0.2,0.7000000000000001,38.0,-46.0,22.0,22.0,-36.0,-37.0,home
0.0,24.0,6.0,22.0,50,21,11,30,20,16,10,11,3,1,51,26,5,31,19,18,8,4,6,4,True,BOS,CGY,38.0,-45.0,-0.5,0.6000000000000001,-76.0,61.0,27.0,26.0,35.0,-42.0,home
4.0,21.0,11.0,13.0,49,27,6,34,16,21,5,4,5,2,54,20,8,30,20,17,9,6,2,1,True,CAR,EDM,-34.0,-39.0,-0.5,0.7000000000000001,-85.0,67.0,27.0,27.0,-34.0,-40.0,home
10.0,15.0,8.0,18.0,44,27,11,21,29,12,14,5,6,3,53,22,7,30,20,13,13,3,2,2,True,MIN,LA,-43.0,36.0,0.2,0.7000000000000001,61.0,-75.0,28.0,28.0,-35.0,-38.0,home
13.0,12.0,15.0,8.0,37,35,10,24,26,15,11,9,9,5,27,46,9,15,35,9,17,2,14,7,True,NJ,NYI,49.0,-60.0,-0.5,0.6000000000000001,-58.0,48.0,25.0,24.0,37.0,-44.0,home
22.0,4.0,15.0,10.0,33,42,7,22,28,11,15,2,13,7,51,23,8,29,21,15,11,3,5,3,True,TB,OTT,-63.0,52.0,0.2,0.7000000000000001,42.0,-50.0,21.0,21.0,-40.0,-34.0,home
0.0,27.0,17.0,9.0,46,25,11,28,22,14,12,7,7,3,31,37,14,16,34,11,15,4,13,7,True,ANA,PIT,41.0,-49.0,-0.5,0.6000000000000001,-65.0,52.0,24.0,24.0,-41.0,34.0,home
8.0,17.0,20.0,8.0,32,37,13,17,33,9,17,3,12,6,46,30,6,27,23,14,12,2,7,4,True,DAL,SJ,-37.0,-36.0,0.2,0.6000000000000001,73.0,-91.0,29.0,28.0,34.0,-41.0,home
13.0,15.0,22.0,5.0,49,22,11,34,16,17,9,4,4,3,22,49,11,15,35,9,17,3,16,8,True,MON,STL,65.0,-80.0,-0.5,0.7000000000000001,-41.0,34.0,23.0,23.0,-35.0,-38.0,home
4.0,22.0,27.0,2.0,54,21,7,34,16,16,10,7,3,2,28,42,12,16,34,5,21,3,14,7,True,CHI,TOR,68.0,-84.0,-0.5,0.7000000000000001,-38.0,-35.0,23.0,22.0,-41.0,34.0,home
16.0,9.0,1.0,25.0,25,50,7,16,34,10,16,1,16,8,25,46,11,11,39,8,18,1,15,8,True,PHI,ARI,-48.0,41.0,0.2,0.6000000000000001,54.0,-66.0,25.0,25.0,-35.0,-39.0,away
15.0,12.0,19.0,7.0,52,24,6,35,15,16,10,9,4,2,45,30,7,30,20,16,10,4,8,5,True,NAS,NYR,41.0,-48.0,-0.5,0.6000000000000001,-69.0,56.0,0.0,0.0,-39.0,-35.0,home
9.0,17.0,4.0,20.0,56,19,7,34,16,15,11,7,1,1,58,18,6,37,13,19,7,5,1,1,True,FLA,COL,41.0,-49.0,-0.5,0.7000000000000001,-65.0,51.0,1.0,1.0,-37.0,-37.0,home
0.0,28.0,23.0,5.0,49,22,11,34,16,17,9,4,4,3,31,37,14,16,34,11,15,4,13,7,True,ANA,STL,37.0,-44.0,-0.5,0.7000000000000001,-71.0,57.0,0.0,0.0,34.0,-41.0,home
4.0,22.0,25.0,3.0,40,30,12,26,24,13,13,1,10,5,54,20,8,30,20,17,9,6,2,1,True,CAR,VAN,-38.0,-36.0,0.2,0.6000000000000001,69.0,-86.0,1.0,1.0,-41.0,34.0,home
10.0,16.0,25.0,0.0,43,31,8,27,23,16,10,3,9,4,53,22,7,30,20,13,13,3,2,2,True,MIN,VEG,44.0,-53.0,-0.5,0.7000000000000001,-65.0,53.0,1.0,1.0,-38.0,-36.0,home
6.0,23.0,5.0,22.0,28,42,12,16,34,5,21,3,14,7,50,21,11,30,20,16,10,11,3,1,False,CGY,CHI,-48.0,42.0,0.2,0.6000000000000001,56.0,-66.0,1.0,1.0,-35.0,-38.0,home
26.0,0.0,0.0,25.0,51,26,5,31,19,18,8,4,6,4,43,31,8,27,23,16,10,3,9,4,True,VEG,BOS,-38.0,-36.0,-0.5,0.6000000000000001,-90.0,71.0,2.0,1.0,-41.0,34.0,home
16.0,8.0,11.0,17.0,32,40,10,22,28,8,18,4,12,6,37,35,10,24,26,15,11,9,9,5,True,NYI,DET,-35.0,-38.0,0.2,0.6000000000000001,74.0,-94.0,3.0,3.0,39.0,-46.0,home
28.0,2.0,11.0,14.0,49,27,6,34,16,21,5,4,5,2,54,21,7,34,16,16,10,7,3,2,True,TOR,EDM,-41.0,34.0,0.2,0.7000000000000001,62.0,-78.0,11.0,11.0,-36.0,-37.0,away
24.0,5.0,8.0,18.0,46,30,6,27,23,14,12,2,7,4,49,22,11,34,16,17,9,4,4,3,True,STL,DAL,45.0,-54.0,-0.5,0.6000000000000001,-64.0,52.0,11.0,10.0,-35.0,-39.0,home
13.0,13.0,17.0,9.0,25,46,11,11,39,8,18,1,15,8,27,46,9,15,35,9,17,2,14,7,True,NJ,PHI,35.0,-42.0,-0.5,0.7000000000000001,-74.0,60.0,2.0,2.0,-35.0,-38.0,home
13.0,16.0,18.0,9.0,46,25,11,28,22,14,12,7,7,3,22,49,11,15,35,9,17,3,16,8,True,MON,PIT,83.0,-105.0,-0.5,0.6000000000000001,-35.0,-39.0,2.0,2.0,36.0,-43.0,home
20.0,7.0,4.0,21.0,56,19,7,34,16,15,11,7,1,1,52,24,6,35,15,16,10,9,4,2,True,NYR,COL,55.0,-66.0,-0.5,0.7000000000000001,-49.0,42.0,12.0,12.0,-35.0,-39.0,home
8.0,19.0,23.0,4.0,51,23,8,29,21,15,11,3,5,3,44,27,11,21,29,12,14,5,6,3,True,LA,TB,53.0,-65.0,-0.5,0.6000000000000001,-53.0,44.0,2.0,2.0,37.0,-44.0,home
5.0,20.0,26.0,3.0,40,30,12,26,24,13,13,1,10,5,37,38,7,21,29,9,17,2,10,6,True,CBJ,VAN,40.0,-47.0,-0.5,0.6000000000000001,-71.0,58.0,13.0,12.0,-37.0,-36.0,home
16.0,10.0,9.0,18.0,58,18,6,37,13,19,7,5,1,1,33,42,7,22,28,11,15,2,13,7,True,OTT,FLA,72.0,-89.0,-0.5,0.7000000000000001,-37.0,-37.0,2.0,2.0,-35.0,-39.0,away
5.0,21.0,26.0,0.0,39,32,11,28,22,14,12,5,11,6,32,39,11,17,33,8,18,1,11,5,True,BUF,WPG,70.0,-87.0,-0.5,0.7000000000000001,-38.0,-35.0,3.0,3.0,33.0,-40.0,home
4.0,23.0,11.0,16.0,53,22,7,30,20,13,13,3,2,2,54,20,8,30,20,17,9,6,2,1,False,CAR,MIN,46.0,-53.0,-0.5,0.6000000000000001,-60.0,51.0,3.0,3.0,-42.0,35.0,home
28.0,0.0,5.0,23.0,28,42,12,16,34,5,21,3,14,7,44,26,12,29,21,16,10,8,8,4,True,WAS,CHI,-49.0,41.0,0.2,0.6000000000000001,55.0,-66.0,14.0,14.0,-39.0,-35.0,home
21.0,7.0,1.0,26.0,25,50,7,16,34,10,16,1,16,8,52,24,6,35,15,16,10,9,4,2,True,NYR,ARI,-64.0,52.0,0.2,0.6000000000000001,43.0,-52.0,15.0,14.0,-37.0,-37.0,home
5.0,21.0,12.0,14.0,49,27,6,34,16,21,5,4,5,2,37,38,7,21,29,9,17,2,10,6,True,CBJ,EDM,56.0,-67.0,-0.5,0.7000000000000001,-47.0,40.0,21.0,21.0,-36.0,-37.0,home
12.0,17.0,4.0,24.0,54,20,8,30,20,17,9,6,2,1,32,40,10,22,28,8,18,4,12,6,True,DET,CAR,52.0,-63.0,-0.5,0.6000000000000001,-54.0,45.0,16.0,16.0,-34.0,-40.0,home
18.0,9.0,13.0,17.0,22,49,11,15,35,9,17,3,16,8,25,46,11,11,39,8,18,1,15,8,True,PHI,MON,-58.0,48.0,0.2,0.7000000000000001,48.0,-59.0,17.0,17.0,-34.0,-39.0,home
27.0,0.0,13.0,14.0,27,46,9,15,35,9,17,2,14,7,43,31,8,27,23,16,10,3,9,4,True,VEG,NJ,-64.0,54.0,0.2,0.7000000000000001,42.0,-50.0,19.0,18.0,-40.0,33.0,away
0.0,26.0,17.0,8.0,37,35,10,24,26,15,11,9,9,5,51,26,5,31,19,18,8,4,6,4,True,BOS,NYI,36.0,-42.0,-0.5,0.6000000000000001,-88.0,71.0,19.0,19.0,37.0,-44.0,home
27.0,3.0,20.0,9.0,32,37,13,17,33,9,17,3,12,6,40,30,12,26,24,13,13,1,10,5,True,VAN,SJ,-34.0,-39.0,-0.5,0.6000000000000001,-86.0,69.0,23.0,22.0,-36.0,-37.0,away
16.0,11.0,24.0,4.0,51,23,8,29,21,15,11,3,5,3,33,42,7,22,28,11,15,2,13,7,True,OTT,TB,67.0,-82.0,-0.5,0.7000000000000001,-40.0,-34.0,17.0,16.0,34.0,-41.0,home
9.0,19.0,9.0,19.0,58,18,6,37,13,19,7,5,1,1,44,27,11,21,29,12,14,5,6,3,True,LA,FLA,43.0,-53.0,-0.5,0.6000000000000001,-63.0,52.0,18.0,18.0,-40.0,33.0,home
4.0,22.0,16.0,12.0,45,30,7,30,20,16,10,4,8,5,56,19,7,34,16,15,11,7,1,1,True,COL,NAS,-56.0,47.0,0.2,0.7000000000000001,49.0,-59.0,21.0,20.0,-36.0,-37.0,home
