awaywon,awaylost,homewon,homelost,homeWins,homeLosses,homeOvertimeLosses,homeConferenceWins,homeConferenceLosses,homeDivisionWins,homeDivisionLosses,homeShutoutWins,homeConferenceRank,homeDivisionRank,awayWins,awayLosses,awayOvertimeLosses,awayConferenceWins,awayConferenceLosses,awayDivisionWins,awayDivisionLosses,awayShutoutWins,awayConferenceRank,awayDivisionRank,IsClosed,AwayTeam,HomeTeam,AwayTeamMoneyLine,HomeTeamMoneyLine,PointSpread,OverUnder,PointSpreadAwayTeamMoneyLine,PointSpreadHomeTeamMoneyLine,HomeRotationNumber,AwayRotationNumber,OverPayout,UnderPayout,outcome
24.0,15.0,33.0,13.0,32,37,13,17,33,9,17,3,12,6,37,35,10,24,26,15,11,9,9,5,True,NYI,SJ,-44.0,37.0,0.2,0.6000000000000001,63.0,-80.0,21.0,21.0,36.0,-44.0,home
19.0,22.0,39.0,4.0,54,21,7,34,16,16,10,7,3,2,53,22,7,30,20,13,13,3,2,2,True,MIN,TOR,41.0,-48.0,-0.5,0.7000000000000001,-63.0,51.0,17.0,16.0,-44.0,36.0,home
9.0,34.0,42.0,5.0,40,30,12,26,24,13,13,1,10,5,50,21,11,30,20,16,10,11,3,1,True,CGY,VAN,-55.0,46.0,0.2,0.6000000000000001,49.0,-60.0,20.0,20.0,-40.0,-34.0,home
8.0,36.0,18.0,28.0,58,18,6,37,13,19,7,5,1,1,37,38,7,21,29,9,17,2,10,6,True,CBJ,FLA,119.0,-157.0,-0.5,0.8,51.0,-63.0,18.0,18.0,38.0,-45.0,away
12.0,31.0,27.0,18.0,45,30,7,30,20,16,10,4,8,5,46,30,6,27,23,14,12,2,7,4,True,DAL,NAS,44.0,-52.0,-0.5,0.6000000000000001,-63.0,52.0,19.0,19.0,-36.0,-37.0,home
25.0,21.0,10.0,37.0,28,42,12,16,34,5,21,3,14,7,27,46,9,15,35,9,17,2,14,7,True,NJ,CHI,-34.0,-40.0,-0.5,0.7000000000000001,-79.0,63.0,23.0,23.0,-35.0,-38.0,home
9.0,36.0,5.0,39.0,54,20,8,30,20,17,9,6,2,1,37,38,7,21,29,9,17,2,10,6,True,CBJ,CAR,91.0,-115.0,-0.5,0.7000000000000001,39.0,-47.0,22.0,22.0,-45.0,37.0,home
41.0,0.0,14.0,29.0,56,19,7,34,16,15,11,7,1,1,39,32,11,28,22,14,12,5,11,6,True,WPG,COL,79.0,-99.0,-0.5,0.7000000000000001,34.0,-41.0,24.0,24.0,-39.0,-35.0,home
7.0,38.0,33.0,10.0,49,22,11,34,16,17,9,4,4,3,32,39,11,17,33,8,18,1,11,5,True,BUF,STL,86.0,-108.0,-0.5,0.7000000000000001,36.0,-43.0,23.0,22.0,-37.0,-37.0,home
43.0,2.0,2.0,43.0,25,50,7,16,34,10,16,1,16,8,43,31,8,27,23,16,10,3,9,4,True,VEG,ARI,-91.0,73.0,0.2,0.6000000000000001,-34.0,-41.0,25.0,24.0,-41.0,34.0,home
14.0,33.0,0.0,47.0,31,37,14,16,34,11,15,4,13,7,44,27,11,21,29,12,14,5,6,3,True,LA,ANA,-39.0,-34.0,0.2,0.6000000000000001,70.0,-89.0,25.0,25.0,-41.0,34.0,home
20.0,22.0,9.0,35.0,50,21,11,30,20,16,10,11,3,1,53,22,7,30,20,13,13,3,2,2,True,MIN,CGY,45.0,-54.0,-0.5,0.7000000000000001,-61.0,50.0,2.0,2.0,-39.0,-34.0,home
25.0,15.0,14.0,34.0,44,27,11,21,29,12,14,5,6,3,37,35,10,24,26,15,11,9,9,5,True,NYI,LA,37.0,-44.0,-0.5,0.6000000000000001,-76.0,62.0,2.0,2.0,34.0,-41.0,home
24.0,20.0,26.0,15.0,33,42,7,22,28,11,15,2,13,7,22,49,11,15,35,9,17,3,16,8,True,MON,OTT,45.0,-54.0,-0.5,0.7000000000000001,-62.0,50.0,1.0,1.0,-36.0,-37.0,home
47.0,2.0,30.0,15.0,25,46,11,11,39,8,18,1,15,8,44,26,12,29,21,16,10,8,8,4,True,WAS,PHI,-59.0,48.0,0.2,0.7000000000000001,45.0,-55.0,0.0,0.0,-38.0,-35.0,home
31.0,16.0,31.0,15.0,46,25,11,28,22,14,12,7,7,3,52,24,6,35,15,16,10,9,4,2,True,NYR,PIT,43.0,-52.0,-0.5,0.6000000000000001,-64.0,51.0,1.0,1.0,-41.0,34.0,home
2.0,41.0,34.0,13.0,32,37,13,17,33,9,17,3,12,6,51,26,5,31,19,18,8,4,6,4,True,BOS,SJ,-64.0,53.0,0.2,0.6000000000000001,45.0,-55.0,2.0,2.0,35.0,-42.0,home
40.0,4.0,19.0,29.0,32,40,10,22,28,8,18,4,12,6,54,21,7,34,16,16,10,7,3,2,True,TOR,DET,-70.0,58.0,0.2,0.7000000000000001,37.0,-45.0,1.0,1.0,-34.0,-40.0,home
14.0,27.0,19.0,28.0,58,18,6,37,13,19,7,5,1,1,49,27,6,34,16,21,5,4,5,2,True,EDM,FLA,58.0,-70.0,-0.5,0.8,-43.0,36.0,0.0,0.0,-38.0,-35.0,home
40.0,7.0,27.0,19.0,45,30,7,30,20,16,10,4,8,5,51,23,8,29,21,15,11,3,5,3,True,TB,NAS,-58.0,48.0,0.2,0.7000000000000001,47.0,-56.0,1.0,1.0,35.0,-42.0,home
14.0,30.0,44.0,2.0,43,31,8,27,23,16,10,3,9,4,56,19,7,34,16,15,11,7,1,1,True,COL,VEG,-58.0,48.0,0.2,0.7000000000000001,49.0,-60.0,2.0,1.0,34.0,-41.0,home
34.0,10.0,10.0,38.0,28,42,12,16,34,5,21,3,14,7,49,22,11,34,16,17,9,4,4,3,True,STL,CHI,-56.0,47.0,0.2,0.7000000000000001,48.0,-59.0,3.0,3.0,-35.0,-38.0,home
15.0,27.0,5.0,40.0,54,20,8,30,20,17,9,6,2,1,49,27,6,34,16,21,5,4,5,2,True,EDM,CAR,57.0,-70.0,-0.5,0.7000000000000001,-45.0,38.0,2.0,2.0,-40.0,-34.0,home
7.0,39.0,13.0,31.0,46,30,6,27,23,14,12,2,7,4,32,39,11,17,33,8,18,1,11,5,True,BUF,DAL,79.0,-98.0,-0.5,0.6000000000000001,-35.0,-39.0,3.0,3.0,-42.0,34.0,home
43.0,5.0,31.0,17.0,52,24,6,35,15,16,10,9,4,2,40,30,12,26,24,13,13,1,10,5,True,VAN,NYR,-34.0,-39.0,-0.5,0.7000000000000001,-82.0,66.0,11.0,10.0,-34.0,-40.0,away
42.0,0.0,2.0,44.0,25,50,7,16,34,10,16,1,16,8,39,32,11,28,22,14,12,5,11,6,True,WPG,ARI,-55.0,46.0,0.2,0.7000000000000001,49.0,-60.0,3.0,3.0,-34.0,-40.0,away
26.0,15.0,0.0,48.0,31,37,14,16,34,11,15,4,13,7,37,35,10,24,26,15,11,9,9,5,True,NYI,ANA,35.0,-42.0,-0.5,0.6000000000000001,-83.0,66.0,11.0,11.0,34.0,-41.0,home
32.0,15.0,9.0,37.0,37,38,7,21,29,9,17,2,10,6,46,25,11,28,22,14,12,7,7,3,True,PIT,CBJ,-61.0,51.0,0.2,0.7000000000000001,44.0,-54.0,3.0,3.0,-40.0,-34.0,home
2.0,42.0,15.0,34.0,44,27,11,21,29,12,14,5,6,3,51,26,5,31,19,18,8,4,6,4,True,BOS,LA,-41.0,34.0,0.2,0.6000000000000001,68.0,-85.0,14.0,14.0,-36.0,-38.0,away
44.0,5.0,25.0,22.0,27,46,9,15,35,9,17,2,14,7,40,30,12,26,24,13,13,1,10,5,True,VAN,NJ,36.0,-43.0,-0.5,0.7000000000000001,-75.0,60.0,13.0,12.0,-40.0,-35.0,home
40.0,5.0,48.0,2.0,44,26,12,29,21,16,10,8,8,4,54,21,7,34,16,16,10,7,3,2,True,TOR,WAS,-45.0,38.0,0.2,0.7000000000000001,57.0,-72.0,13.0,13.0,-37.0,-37.0,away
5.0,41.0,20.0,29.0,32,40,10,22,28,8,18,4,12,6,54,20,8,30,20,17,9,6,2,1,True,CAR,DET,-69.0,56.0,0.2,0.7000000000000001,39.0,-47.0,17.0,16.0,-36.0,-37.0,home
15.0,28.0,31.0,15.0,25,46,11,11,39,8,18,1,15,8,49,27,6,34,16,21,5,4,5,2,True,EDM,PHI,-56.0,46.0,0.2,0.7000000000000001,47.0,-57.0,16.0,16.0,-36.0,-38.0,home
27.0,15.0,14.0,31.0,56,19,7,34,16,15,11,7,1,1,37,35,10,24,26,15,11,9,9,5,True,NYI,COL,78.0,-97.0,-0.5,0.7000000000000001,-36.0,-38.0,19.0,18.0,33.0,-40.0,home
26.0,16.0,41.0,7.0,51,23,8,29,21,15,11,3,5,3,33,42,7,22,28,11,15,2,13,7,True,OTT,TB,105.0,-135.0,-0.5,0.7000000000000001,43.0,-52.0,15.0,14.0,-35.0,-38.0,home
3.0,42.0,0.0,49.0,31,37,14,16,34,11,15,4,13,7,51,26,5,31,19,18,8,4,6,4,True,BOS,ANA,-58.0,48.0,0.2,0.6000000000000001,48.0,-59.0,20.0,20.0,-39.0,-35.0,home
24.0,21.0,43.0,0.0,39,32,11,28,22,14,12,5,11,6,22,49,11,15,35,9,17,3,16,8,True,MON,WPG,63.0,-77.0,-0.5,0.7000000000000001,-44.0,36.0,18.0,18.0,-35.0,-39.0,home
26.0,22.0,9.0,38.0,37,38,7,21,29,9,17,2,10,6,27,46,9,15,35,9,17,2,14,7,True,NJ,CBJ,-35.0,-38.0,-0.5,0.8,-78.0,63.0,15.0,15.0,34.0,-41.0,home
9.0,36.0,21.0,22.0,53,22,7,30,20,13,13,3,2,2,50,21,11,30,20,16,10,11,3,1,True,CGY,MIN,-40.0,34.0,0.2,0.7000000000000001,71.0,-90.0,17.0,17.0,-37.0,-37.0,away
34.0,14.0,45.0,2.0,43,31,8,27,23,16,10,3,9,4,32,37,13,17,33,9,17,3,12,6,True,SJ,VEG,69.0,-86.0,-0.5,0.6000000000000001,-40.0,-34.0,19.0,19.0,-41.0,34.0,home
16.0,34.0,13.0,32.0,46,30,6,27,23,14,12,2,7,4,44,27,11,21,29,12,14,5,6,3,True,LA,DAL,39.0,-47.0,-0.5,0.6000000000000001,-72.0,58.0,22.0,22.0,-38.0,-36.0,home
35.0,10.0,31.0,18.0,52,24,6,35,15,16,10,9,4,2,49,22,11,34,16,17,9,4,4,3,True,STL,NYR,-37.0,-36.0,0.2,0.6000000000000001,73.0,-92.0,21.0,21.0,35.0,-42.0,home
7.0,40.0,41.0,5.0,54,21,7,34,16,16,10,7,3,2,32,39,11,17,33,8,18,1,11,5,True,BUF,TOR,107.0,-139.0,-0.5,0.7000000000000001,46.0,-56.0,21.0,20.0,-42.0,34.0,away
25.0,21.0,9.0,37.0,50,21,11,30,20,16,10,11,3,1,22,49,11,15,35,9,17,3,16,8,True,MON,CGY,104.0,-135.0,-0.5,0.7000000000000001,43.0,-52.0,2.0,2.0,-40.0,33.0,away
16.0,28.0,10.0,39.0,28,42,12,16,34,5,21,3,14,7,49,27,6,34,16,21,5,4,5,2,True,EDM,CHI,-49.0,41.0,0.2,0.7000000000000001,56.0,-69.0,1.0,1.0,-40.0,-34.0,home
45.0,5.0,27.0,16.0,37,35,10,24,26,15,11,9,9,5,40,30,12,26,24,13,13,1,10,5,True,VAN,NYI,-35.0,-39.0,-0.5,0.6000000000000001,-90.0,71.0,1.0,1.0,34.0,-41.0,home
21.0,23.0,32.0,15.0,25,46,11,11,39,8,18,1,15,8,53,22,7,30,20,13,13,3,2,2,True,MIN,PHI,-64.0,52.0,0.2,0.7000000000000001,42.0,-51.0,0.0,0.0,33.0,-41.0,away
32.0,16.0,42.0,7.0,51,23,8,29,21,15,11,3,5,3,46,25,11,28,22,14,12,7,7,3,True,PIT,TB,48.0,-58.0,-0.5,0.7000000000000001,-56.0,46.0,1.0,1.0,-37.0,-36.0,away
5.0,42.0,49.0,2.0,44,26,12,29,21,16,10,8,8,4,54,20,8,30,20,17,9,6,2,1,True,CAR,WAS,-42.0,35.0,0.2,0.7000000000000001,63.0,-79.0,0.0,0.0,-35.0,-39.0,home
15.0,31.0,2.0,45.0,25,50,7,16,34,10,16,1,16,8,56,19,7,34,16,15,11,7,1,1,True,COL,ARI,-130.0,100.0,0.2,0.7000000000000001,-47.0,39.0,2.0,1.0,-36.0,-37.0,home
27.0,16.0,19.0,29.0,58,18,6,37,13,19,7,5,1,1,33,42,7,22,28,11,15,2,13,7,True,OTT,FLA,101.0,-130.0,-0.5,0.8,43.0,-52.0,1.0,1.0,38.0,-45.0,home
3.0,43.0,46.0,2.0,43,31,8,27,23,16,10,3,9,4,51,26,5,31,19,18,8,4,6,4,True,BOS,VEG,-38.0,-36.0,-0.5,0.6000000000000001,-95.0,75.0,2.0,2.0,-36.0,-38.0,away
22.0,23.0,7.0,41.0,32,39,11,17,33,8,18,1,11,5,53,22,7,30,20,13,13,3,2,2,True,MIN,BUF,-69.0,57.0,0.2,0.7000000000000001,39.0,-47.0,3.0,3.0,-37.0,-37.0,home
33.0,16.0,5.0,43.0,54,20,8,30,20,17,9,6,2,1,46,25,11,28,22,14,12,7,7,3,True,PIT,CAR,39.0,-46.0,-0.5,0.7000000000000001,-68.0,55.0,3.0,3.0,-39.0,-35.0,home
26.0,23.0,32.0,18.0,52,24,6,35,15,16,10,9,4,2,27,46,9,15,35,9,17,2,14,7,True,NJ,NYR,46.0,-56.0,-0.5,0.7000000000000001,-56.0,47.0,2.0,2.0,-40.0,-34.0,home
20.0,30.0,43.0,7.0,51,23,8,29,21,15,11,3,5,3,32,40,10,22,28,8,18,4,12,6,True,DET,TB,73.0,-90.0,-0.5,0.7000000000000001,-36.0,-38.0,2.0,2.0,-42.0,35.0,home
47.0,2.0,0.0,50.0,31,37,14,16,34,11,15,4,13,7,43,31,8,27,23,16,10,3,9,4,True,VEG,ANA,-42.0,35.0,0.2,0.7000000000000001,64.0,-80.0,11.0,10.0,-36.0,-37.0,away
13.0,33.0,44.0,0.0,39,32,11,28,22,14,12,5,11,6,46,30,6,27,23,14,12,2,7,4,True,DAL,WPG,34.0,-41.0,-0.5,0.7000000000000001,-81.0,65.0,3.0,3.0,-36.0,-37.0,home
17.0,34.0,9.0,39.0,37,38,7,21,29,9,17,2,10,6,44,27,11,21,29,12,14,5,6,3,True,LA,CBJ,-47.0,40.0,0.2,0.7000000000000001,54.0,-67.0,3.0,3.0,-43.0,35.0,home
26.0,21.0,16.0,29.0,49,27,6,34,16,21,5,4,5,2,22,49,11,15,35,9,17,3,16,8,True,MON,EDM,65.0,-81.0,-0.5,0.7000000000000001,-41.0,33.0,16.0,16.0,-37.0,-37.0,away
36.0,10.0,27.0,17.0,37,35,10,24,26,15,11,9,9,5,49,22,11,34,16,17,9,4,4,3,True,STL,NYI,-48.0,40.0,0.2,0.6000000000000001,58.0,-72.0,11.0,11.0,34.0,-41.0,home
10.0,40.0,33.0,15.0,25,46,11,11,39,8,18,1,15,8,28,42,12,16,34,5,21,3,14,7,True,CHI,PHI,35.0,-42.0,-0.5,0.7000000000000001,-82.0,66.0,12.0,12.0,33.0,-40.0,home
9.0,38.0,16.0,31.0,56,19,7,34,16,15,11,7,1,1,50,21,11,30,20,16,10,11,3,1,True,CGY,COL,48.0,-58.0,-0.5,0.7000000000000001,-57.0,47.0,17.0,17.0,-37.0,-36.0,home
27.0,20.0,35.0,14.0,32,37,13,17,33,9,17,3,12,6,45,30,7,30,20,16,10,4,8,5,True,NAS,SJ,-59.0,49.0,0.2,0.6000000000000001,47.0,-58.0,17.0,16.0,-38.0,-36.0,away
46.0,5.0,41.0,6.0,54,21,7,34,16,16,10,7,3,2,40,30,12,26,24,13,13,1,10,5,True,VAN,TOR,57.0,-70.0,-0.5,0.7000000000000001,-45.0,37.0,14.0,14.0,-35.0,-38.0,away
28.0,16.0,2.0,46.0,25,50,7,16,34,10,16,1,16,8,33,42,7,22,28,11,15,2,13,7,True,OTT,ARI,-41.0,34.0,0.2,0.7000000000000001,65.0,-82.0,13.0,12.0,-34.0,-40.0,home
20.0,31.0,20.0,29.0,58,18,6,37,13,19,7,5,1,1,32,40,10,22,28,8,18,4,12,6,True,DET,FLA,104.0,-136.0,-0.5,0.8,44.0,-53.0,13.0,13.0,33.0,-41.0,home
3.0,44.0,10.0,39.0,37,38,7,21,29,9,17,2,10,6,51,26,5,31,19,18,8,4,6,4,True,BOS,CBJ,-82.0,67.0,0.2,0.7000000000000001,37.0,-44.0,15.0,14.0,-37.0,-37.0,away
18.0,34.0,7.0,42.0,32,39,11,17,33,8,18,1,11,5,44,27,11,21,29,12,14,5,6,3,True,LA,BUF,-59.0,48.0,0.2,0.7000000000000001,46.0,-55.0,18.0,18.0,35.0,-42.0,home
44.0,7.0,10.0,41.0,28,42,12,16,34,5,21,3,14,7,51,23,8,29,21,15,11,3,5,3,True,TB,CHI,-83.0,68.0,0.2,0.7000000000000001,-34.0,-40.0,21.0,20.0,-40.0,33.0,away
37.0,10.0,26.0,24.0,27,46,9,15,35,9,17,2,14,7,49,22,11,34,16,17,9,4,4,3,True,STL,NJ,-45.0,37.0,0.2,0.7000000000000001,56.0,-69.0,19.0,18.0,-41.0,33.0,home
36.0,14.0,0.0,51.0,31,37,14,16,34,11,15,4,13,7,32,37,13,17,33,9,17,3,12,6,True,SJ,ANA,52.0,-63.0,-0.5,0.7000000000000001,-53.0,44.0,23.0,22.0,-34.0,-40.0,home
32.0,19.0,45.0,0.0,39,32,11,28,22,14,12,5,11,6,52,24,6,35,15,16,10,9,4,2,True,NYR,WPG,-36.0,-37.0,-0.5,0.6000000000000001,-91.0,72.0,20.0,20.0,-40.0,-34.0,home
13.0,34.0,23.0,23.0,53,22,7,30,20,13,13,3,2,2,46,30,6,27,23,14,12,2,7,4,True,DAL,MIN,41.0,-50.0,-0.5,0.7000000000000001,-65.0,52.0,19.0,19.0,-35.0,-39.0,away
28.0,17.0,48.0,2.0,43,31,8,27,23,16,10,3,9,4,33,42,7,22,28,11,15,2,13,7,True,OTT,VEG,79.0,-98.0,-0.5,0.7000000000000001,-35.0,-39.0,22.0,22.0,-34.0,-40.0,home
19.0,34.0,3.0,45.0,51,26,5,31,19,18,8,4,6,4,44,27,11,21,29,12,14,5,6,3,True,LA,BOS,53.0,-65.0,-0.5,0.6000000000000001,-52.0,43.0,23.0,23.0,-40.0,-34.0,home
21.0,29.0,7.0,43.0,32,39,11,17,33,8,18,1,11,5,58,18,6,37,13,19,7,5,1,1,True,FLA,BUF,-114.0,90.0,0.2,0.8,-46.0,38.0,24.0,24.0,34.0,-41.0,away
16.0,32.0,28.0,17.0,37,35,10,24,26,15,11,9,9,5,56,19,7,34,16,15,11,7,1,1,True,COL,NYI,-68.0,56.0,0.2,0.7000000000000001,41.0,-49.0,25.0,25.0,33.0,-40.0,away
42.0,6.0,10.0,40.0,37,38,7,21,29,9,17,2,10,6,54,21,7,34,16,16,10,7,3,2,True,TOR,CBJ,-68.0,57.0,0.2,0.8,39.0,-46.0,25.0,24.0,-34.0,-39.0,away
50.0,2.0,9.0,39.0,50,21,11,30,20,16,10,11,3,1,44,26,12,29,21,16,10,8,8,4,True,WAS,CGY,36.0,-43.0,-0.5,0.7000000000000001,-75.0,60.0,2.0,2.0,-40.0,33.0,away
0.0,52.0,11.0,41.0,28,42,12,16,34,5,21,3,14,7,31,37,14,16,34,11,15,4,13,7,True,ANA,CHI,34.0,-40.0,-0.5,0.7000000000000001,-82.0,66.0,2.0,2.0,-34.0,-40.0,home
2.0,47.0,21.0,31.0,32,40,10,22,28,8,18,4,12,6,25,50,7,16,34,10,16,1,16,8,True,ARI,DET,48.0,-58.0,-0.5,0.7000000000000001,-57.0,46.0,1.0,1.0,-35.0,-39.0,away
16.0,33.0,27.0,24.0,27,46,9,15,35,9,17,2,14,7,56,19,7,34,16,15,11,7,1,1,True,COL,NJ,-70.0,58.0,0.2,0.7000000000000001,38.0,-45.0,1.0,1.0,-39.0,-35.0,home
49.0,2.0,33.0,16.0,25,46,11,11,39,8,18,1,15,8,43,31,8,27,23,16,10,3,9,4,True,VEG,PHI,-58.0,48.0,0.2,0.7000000000000001,48.0,-59.0,0.0,0.0,-39.0,-35.0,home
21.0,30.0,34.0,16.0,46,25,11,28,22,14,12,7,7,3,58,18,6,37,13,19,7,5,1,1,True,FLA,PIT,-39.0,-35.0,0.2,0.7000000000000001,66.0,-82.0,0.0,0.0,-42.0,35.0,home
28.0,18.0,38.0,10.0,49,22,11,34,16,17,9,4,4,3,33,42,7,22,28,11,15,2,13,7,True,OTT,STL,73.0,-90.0,-0.5,0.7000000000000001,-37.0,-37.0,2.0,1.0,-37.0,-36.0,home
13.0,35.0,28.0,20.0,45,30,7,30,20,16,10,4,8,5,46,30,6,27,23,14,12,2,7,4,True,DAL,NAS,38.0,-45.0,-0.5,0.6000000000000001,-77.0,62.0,2.0,2.0,-40.0,-34.0,home
44.0,8.0,46.0,0.0,39,32,11,28,22,14,12,5,11,6,51,23,8,29,21,15,11,3,5,3,True,TB,WPG,-57.0,47.0,0.2,0.7000000000000001,47.0,-57.0,2.0,2.0,-39.0,-35.0,home
33.0,19.0,23.0,24.0,53,22,7,30,20,13,13,3,2,2,52,24,6,35,15,16,10,9,4,2,True,NYR,MIN,47.0,-57.0,-0.5,0.7000000000000001,-57.0,47.0,1.0,1.0,-37.0,-36.0,home
51.0,2.0,16.0,30.0,49,27,6,34,16,21,5,4,5,2,44,26,12,29,21,16,10,8,8,4,True,WAS,EDM,38.0,-45.0,-0.5,0.7000000000000001,-70.0,57.0,3.0,3.0,-36.0,-38.0,home
26.0,22.0,47.0,5.0,40,30,12,26,24,13,13,1,10,5,22,49,11,15,35,9,17,3,16,8,True,MON,VAN,60.0,-73.0,-0.5,0.7000000000000001,-44.0,36.0,3.0,3.0,-34.0,-41.0,home
12.0,41.0,3.0,46.0,51,26,5,31,19,18,8,4,6,4,28,42,12,16,34,5,21,3,14,7,True,CHI,BOS,75.0,-94.0,-0.5,0.7000000000000001,-37.0,-37.0,3.0,3.0,-36.0,-38.0,home
50.0,2.0,7.0,44.0,32,39,11,17,33,8,18,1,11,5,43,31,8,27,23,16,10,3,9,4,True,VEG,BUF,-70.0,57.0,0.2,0.7000000000000001,39.0,-47.0,3.0,3.0,-34.0,-39.0,home
45.0,8.0,9.0,40.0,50,21,11,30,20,16,10,11,3,1,51,23,8,29,21,15,11,3,5,3,True,TB,CGY,-36.0,-38.0,-0.5,0.7000000000000001,-88.0,70.0,17.0,16.0,-37.0,-37.0,home
24.0,24.0,21.0,32.0,32,40,10,22,28,8,18,4,12,6,53,22,7,30,20,13,13,3,2,2,True,MIN,DET,-59.0,49.0,0.2,0.7000000000000001,46.0,-56.0,13.0,13.0,-42.0,35.0,home
17.0,33.0,5.0,44.0,54,20,8,30,20,17,9,6,2,1,56,19,7,34,16,15,11,7,1,1,True,COL,CAR,-39.0,-34.0,0.2,0.7000000000000001,66.0,-82.0,11.0,11.0,-38.0,-36.0,home
37.0,14.0,19.0,35.0,44,27,11,21,29,12,14,5,6,3,32,37,13,17,33,9,17,3,12,6,True,SJ,LA,55.0,-66.0,-0.5,0.6000000000000001,-48.0,40.0,17.0,17.0,-40.0,-34.0,home
47.0,0.0,27.0,25.0,27,46,9,15,35,9,17,2,14,7,39,32,11,28,22,14,12,5,11,6,True,WPG,NJ,36.0,-43.0,-0.5,0.8,-74.0,59.0,14.0,14.0,35.0,-42.0,home
33.0,20.0,39.0,10.0,49,22,11,34,16,17,9,4,4,3,52,24,6,35,15,16,10,9,4,2,True,NYR,STL,34.0,-41.0,-0.5,0.6000000000000001,-87.0,69.0,15.0,15.0,-35.0,-39.0,home
2.0,48.0,43.0,6.0,54,21,7,34,16,16,10,7,3,2,25,50,7,16,34,10,16,1,16,8,True,ARI,TOR,99.0,-126.0,-0.5,0.8,42.0,-51.0,11.0,10.0,37.0,-44.0,away
34.0,16.0,21.0,31.0,58,18,6,37,13,19,7,5,1,1,25,46,11,11,39,8,18,1,15,8,True,PHI,FLA,97.0,-125.0,-0.5,0.7000000000000001,41.0,-49.0,13.0,12.0,-42.0,35.0,home
0.0,53.0,29.0,20.0,45,30,7,30,20,16,10,4,8,5,31,37,14,16,34,11,15,4,13,7,True,ANA,NAS,54.0,-66.0,-0.5,0.6000000000000001,-51.0,42.0,16.0,16.0,-40.0,33.0,home
48.0,0.0,28.0,18.0,37,35,10,24,26,15,11,9,9,5,39,32,11,28,22,14,12,5,11,6,True,WPG,NYI,35.0,-42.0,-0.5,0.7000000000000001,-79.0,63.0,19.0,19.0,-34.0,-41.0,home
51.0,2.0,34.0,17.0,46,25,11,28,22,14,12,7,7,3,43,31,8,27,23,16,10,3,9,4,True,VEG,PIT,52.0,-63.0,-0.5,0.7000000000000001,-52.0,43.0,19.0,18.0,33.0,-41.0,home
52.0,2.0,47.0,6.0,40,30,12,26,24,13,13,1,10,5,44,26,12,29,21,16,10,8,8,4,True,WAS,VAN,-35.0,-39.0,-0.5,0.7000000000000001,-83.0,67.0,20.0,20.0,34.0,-41.0,home
25.0,24.0,10.0,41.0,37,38,7,21,29,9,17,2,10,6,53,22,7,30,20,13,13,3,2,2,True,MIN,CBJ,-65.0,54.0,0.2,0.8,40.0,-48.0,18.0,18.0,34.0,-40.0,home
2.0,49.0,4.0,46.0,51,26,5,31,19,18,8,4,6,4,25,50,7,16,34,10,16,1,16,8,True,ARI,BOS,95.0,-121.0,-0.5,0.7000000000000001,39.0,-47.0,24.0,24.0,-35.0,-39.0,home
22.0,32.0,9.0,41.0,50,21,11,30,20,16,10,11,3,1,32,40,10,22,28,8,18,4,12,6,True,DET,CGY,93.0,-119.0,-0.5,0.7000000000000001,39.0,-47.0,25.0,24.0,-36.0,-38.0,home
46.0,8.0,16.0,31.0,49,27,6,34,16,21,5,4,5,2,51,23,8,29,21,15,11,3,5,3,True,TB,EDM,-44.0,37.0,0.2,0.7000000000000001,60.0,-74.0,27.0,26.0,-44.0,36.0,home
35.0,16.0,5.0,45.0,54,20,8,30,20,17,9,6,2,1,25,46,11,11,39,8,18,1,15,8,True,PHI,CAR,91.0,-117.0,-0.5,0.7000000000000001,35.0,-43.0,21.0,21.0,-41.0,34.0,home
34.0,20.0,13.0,36.0,46,30,6,27,23,14,12,2,7,4,52,24,6,35,15,16,10,9,4,2,True,NYR,DAL,35.0,-42.0,-0.5,0.6000000000000001,-83.0,66.0,25.0,25.0,33.0,-40.0,away
0.0,54.0,28.0,25.0,27,46,9,15,35,9,17,2,14,7,31,37,14,16,34,11,15,4,13,7,True,ANA,NJ,43.0,-51.0,-0.5,0.7000000000000001,-63.0,51.0,23.0,22.0,35.0,-42.0,home
12.0,42.0,29.0,18.0,33,42,7,22,28,11,15,2,13,7,28,42,12,16,34,5,21,3,14,7,True,CHI,OTT,-36.0,-37.0,-0.5,0.6000000000000001,-91.0,72.0,22.0,22.0,-40.0,-34.0,away
19.0,36.0,38.0,14.0,32,37,13,17,33,9,17,3,12,6,44,27,11,21,29,12,14,5,6,3,True,LA,SJ,-45.0,38.0,0.2,0.6000000000000001,60.0,-74.0,26.0,26.0,-41.0,33.0,home
40.0,10.0,29.0,21.0,45,30,7,30,20,16,10,4,8,5,49,22,11,34,16,17,9,4,4,3,True,STL,NAS,38.0,-46.0,-0.5,0.6000000000000001,-76.0,61.0,21.0,20.0,-41.0,34.0,away
44.0,6.0,7.0,45.0,32,39,11,17,33,8,18,1,11,5,54,21,7,34,16,16,10,7,3,2,True,TOR,BUF,-98.0,78.0,0.2,0.7000000000000001,-38.0,-36.0,0.0,0.0,-38.0,-36.0,home
21.0,32.0,20.0,36.0,44,27,11,21,29,12,14,5,6,3,58,18,6,37,13,19,7,5,1,1,True,FLA,LA,-75.0,61.0,0.2,0.7000000000000001,37.0,-44.0,2.0,2.0,-38.0,-36.0,home
